,Title,Year,Varietal,Price,Region,Country,Score_WS,Score_RP,Score_W&S,Score_JH,Score_CG,Score_WE,Score_WW,Score_BH,Score_JS,Score_TP,Score_D,Score_V,Score_JD,ProfessionalRating,Professional,StarRating,numRater,Shopping_Link,Img_src
14425,Domaine A. & P. de Villaine Burgundy Bourgogne Cote Chalonnaise La Digoine 2013,2013,Pinot Noir,42.97,Burgundy,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Domaine-A-and-P-de-Villaine-Burgundy-Bourgogne-Cote-Chalonnaise-La-Digoine-2013/218215,https://www.wine.com/product/images/fl_progressive/105870_refDetail-0.jpg
14426,Finca Valpiedra Reserva 2009,2009,Tempranillo,37.99,Rioja,Spain,,91,,,,,,,,,,,,91,,0,0,https://www.wine.com/product/Finca-Valpiedra-Reserva-2009/165805,https://www.wine.com/product/images/fl_progressive/165805.jpg
14427,Chateau Mouton Rothschild (1.5 Liter Futures Pre-Sale) 2016,2016,Bordeaux Red Blends,1299.97,Bordeaux,France,,100,,,,100,,,100,,98,,,100,,0,0,https://www.wine.com/product/Chateau-Mouton-Rothschild-15-Liter-Futures-Pre-Sale-2016/202478,https://www.wine.com/product/images/fl_progressive/202478.jpg
14428,Urbitarte Cidre Urbitarte,,Fruit Wine,10.99,,Spain,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Urbitarte-Cidre-Urbitarte/223731,https://www.wine.com/product/images/fl_progressive/223731.jpg
14429,Star Lane Vineyard Cabernet Sauvignon 2013,2013,Cabernet Sauvignon,49.99,Central Coast,California,,,,,,,,,,,,94,,94,,0,0,https://www.wine.com/product/Star-Lane-Vineyard-Cabernet-Sauvignon-2013/162967,https://www.wine.com/product/images/fl_progressive/162967.jpg
14430,Moet & Chandon Imperial (375ML half-bottle),,Non-Vintage Sparkling Wine,33.99,Champagne,France,90,,,,,,,,,92,,,,91,,3.2,9,https://www.wine.com/product/Moet-and-Chandon-Imperial-375ML-half-bottle/129886,https://www.wine.com/product/images/fl_progressive/129886.jpg
14431,Dehlinger Estate Pinot Noir 1999,1999,Pinot Noir,54.97,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Dehlinger-Estate-Pinot-Noir-1999/210084,https://www.wine.com/product/images/fl_progressive/210084.jpg
14432,Catena Cabernet Sauvignon 2015,2015,Cabernet Sauvignon,17.99,Mendoza,Argentina,,,,,,,,,,,,,,0,,3.6,10,https://www.wine.com/product/Catena-Cabernet-Sauvignon-2015/277501,https://www.wine.com/product/images/fl_progressive/277501.jpg
14433,Andrea Oberto Barolo Brunate 2012,2012,Nebbiolo,94.99,Piedmont,Italy,,,,,,,,,96,,,,,96,,0,0,https://www.wine.com/product/Andrea-Oberto-Barolo-Brunate-2012/319713,https://www.wine.com/product/images/fl_progressive/319713.jpg
14434,Hundred Acre Kayli Morgan Cabernet Sauvignon 2009,2009,Cabernet Sauvignon,339.97,Napa Valley,California,,95,,,,,,,,,,,,95,,0,0,https://www.wine.com/product/Hundred-Acre-Kayli-Morgan-Cabernet-Sauvignon-2009/117201,https://www.wine.com/product/images/fl_progressive/117201.jpg
14435,Donati Family Vineyards Merlot 2013,2013,Merlot,16.99,Central Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Donati-Family-Vineyards-Merlot-2013/161290,https://www.wine.com/product/images/fl_progressive/161290.jpg
14436,Bodegas Renacer Milamore 2015,2015,Other Red Blends,26.99,,Argentina,,,,,,,,,,,,90,,90,,0,0,https://www.wine.com/product/Bodegas-Renacer-Milamore-2015/271132,https://www.wine.com/product/images/fl_progressive/271132.jpg
14437,Catena Cabernet Sauvignon 2014,2014,Cabernet Sauvignon,17.98,Mendoza,Argentina,,,,,,,,,,,,,,0,,3.2,7,https://www.wine.com/product/Catena-Cabernet-Sauvignon-2014/158440,https://www.wine.com/product/images/fl_progressive/158440.jpg
14438,Alain Voge Cornas Vieilles Vignes 2015,2015,Syrah/Shiraz,89.99,Rhone,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Alain-Voge-Cornas-Vieilles-Vignes-2015/499196,https://www.wine.com/product/images/fl_progressive/hswivhzikr3c82hryvhv.jpg
14439,Joseph Carr Chardonnay 2015,2015,Chardonnay,18.99,Sonoma County,California,,,,,,,,,90,,,,,90,,0,0,https://www.wine.com/product/Joseph-Carr-Chardonnay-2015/178101,https://www.wine.com/product/images/fl_progressive/178101.jpg
14440,Uccelliera Rosso di Montalcino 2016,2016,Sangiovese,27.99,Tuscany,Italy,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Uccelliera-Rosso-di-Montalcino-2016/423035,https://www.wine.com/product/images/fl_progressive/zqnaljzx0zcxlfkizxfq.jpg
14441,Folie a Deux Alexander Valley Cabernet Sauvignon 2015,2015,Cabernet Sauvignon,18.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Folie-a-Deux-Alexander-Valley-Cabernet-Sauvignon-2015/420075,https://www.wine.com/product/images/fl_progressive/420075.jpg
14442,Neil Ellis Groenekloof Sauvignon Blanc 2015,2015,Sauvignon Blanc,17.99,,South Africa,,89,,,,,,,,,,,,89,,0,0,https://www.wine.com/product/Neil-Ellis-Groenekloof-Sauvignon-Blanc-2015/150929,https://www.wine.com/product/images/fl_progressive/150929.jpg
14443,Willamette Valley Vineyards Riesling 2017,2017,Riesling,12.99,Willamette Valley,Oregon,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Willamette-Valley-Vineyards-Riesling-2017/506647,https://www.wine.com/product/images/fl_progressive/x0ys8a5bimcxkqglrmie.jpg
14444,Chateau La Mission Haut-Brion 2015,2015,Bordeaux Red Blends,529.99,Bordeaux,France,,98,,,,96,,,100,,96,,98,98,,0,0,https://www.wine.com/product/Chateau-La-Mission-Haut-Brion-2015/153452,https://www.wine.com/product/images/fl_progressive/153452.jpg
14445,Angela Estate Angela Vineyard Pinot Noir 2014,2014,Pinot Noir,39.99,Willamette Valley,Oregon,,,,,,91,,,,,,,,91,,0,0,https://www.wine.com/product/Angela-Estate-Angela-Vineyard-Pinot-Noir-2014/356523,https://www.wine.com/product/images/fl_progressive/356523.jpg
14446,Domaine de Montvac Vacqueyras Arabesque 2014,2014,Rhone Red Blends,19.99,Rhone,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Domaine-de-Montvac-Vacqueyras-Arabesque-2014/421573,https://www.wine.com/product/images/fl_progressive/421573.jpg
14447,Jeff Cohn Cellars Landy Sweetwater Springs Zinfandel 2012,2012,Zinfandel,33.98,Sonoma County,California,,91,,,,,,,,,,,,91,,0,0,https://www.wine.com/product/Jeff-Cohn-Cellars-Landy-Sweetwater-Springs-Zinfandel-2012/141495,https://www.wine.com/product/images/fl_progressive/141495.jpg
14448,Stoneleigh Latitude Sauvignon Blanc 2017,2017,Sauvignon Blanc,17.99,Marlborough,New Zealand,,89,,,,,,,,,,,,89,,0,0,https://www.wine.com/product/Stoneleigh-Latitude-Sauvignon-Blanc-2017/355807,https://www.wine.com/product/images/fl_progressive/355807.jpg
14449,Silver Oak Alexander Valley Cabernet Sauvignon (1.5 Liter Magnum - signs of past seepage) 1981,1981,Cabernet Sauvignon,280.97,Sonoma County,California,92,,,,,,,,,,,,,92,,0,0,https://www.wine.com/product/Silver-Oak-Alexander-Valley-Cabernet-Sauvignon-15-Liter-Magnum-signs-of-past-seepage-1981/427867,https://www.wine.com/product/images/fl_progressive/427867.jpg
14450,DeLoach O.F.S. Chardonnay 2015,2015,Chardonnay,33.99,Sonoma County,California,,90,,,,,,,,,,,,90,,0,0,https://www.wine.com/product/DeLoach-OFS-Chardonnay-2015/434559,https://www.wine.com/product/images/fl_progressive/434559.jpg
14451,Bodegas Castano Hecula 2015,2015,Mourvedre,9.99,,Spain,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Bodegas-Castano-Hecula-2015/371081,https://www.wine.com/product/images/fl_progressive/tfishk7snuzk2bmg3jsd.jpg
14452,Dow&apos;s 20 Year Old Tawny Port,,Port,54.99,,Portugal,93,,,,,91,,,,,,,,92,,3.8,8,https://www.wine.com/product/Dows-20-Year-Old-Tawny-Port/1812,https://www.wine.com/product/images/fl_progressive/1812.jpg
14453,Cheurlin Thomas Le Champion Blanc de Noir,,Non-Vintage Sparkling Wine,249.99,Champagne,France,,,,,,,93,,,,,,,93,,5,23,https://www.wine.com/product/Cheurlin-Thomas-Le-Champion-Blanc-de-Noir/210838,https://www.wine.com/product/images/fl_progressive/210838.jpg
14454,Ojai Presidio Vineyard Syrah 2008,2008,Syrah/Shiraz,89.97,Central Coast,California,,95,,,,,,,,,,,,95,,0,0,https://www.wine.com/product/Ojai-Presidio-Vineyard-Syrah-2008/174698,https://www.wine.com/product/images/fl_progressive/17870_refDetail-0.jpg
14455,Voix de la Vigne Pinot Gris 2015,2015,Pinot Gris/Grigio,15.99,Willamette Valley,Oregon,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Voix-de-la-Vigne-Pinot-Gris-2015/160710,https://www.wine.com/product/images/fl_progressive/160710.jpg
14456,Graham&apos;s Vintage Port (375ML half-bottle) 2011,2011,Port,55.99,Douro,Portugal,96,97,,,,96,,,96,,,,,96,,0,0,https://www.wine.com/product/Grahams-Vintage-Port-375ML-half-bottle-2011/125739,https://www.wine.com/product/images/fl_progressive/125739.jpg
14457,Banshee Sonoma Coast Chardonnay 2016,2016,Chardonnay,19.99,Sonoma County,California,,,,,,,90,,,,,,,90,,0,0,https://www.wine.com/product/Banshee-Sonoma-Coast-Chardonnay-2016/280641,https://www.wine.com/product/images/fl_progressive/280641.jpg
14458,Badenhorst Secateurs Red Blend 2014,2014,Rhone Red Blends,15.99,,South Africa,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Badenhorst-Secateurs-Red-Blend-2014/142548,https://www.wine.com/product/images/fl_progressive/142548.jpg
14459,Hecht & Bannier Languedoc Blanc 2015,2015,Other White Blends,11.99,Languedoc-Roussillon,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Hecht-and-Bannier-Languedoc-Blanc-2015/158449,https://www.wine.com/product/images/fl_progressive/158449.jpg
14460,Jax Vineyards Y3 Sauvignon Blanc 2017,2017,Sauvignon Blanc,19.99,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Jax-Vineyards-Y3-Sauvignon-Blanc-2017/417960,https://www.wine.com/product/images/fl_progressive/cq3bftgs8hrglohgv7tu.jpg
14461,Dom Perignon Luminous Bottle 2009,2009,Vintage Sparkling Wine,249.97,Champagne,France,96,,,,,,,,97,,96,,,96,,4.5,5,https://www.wine.com/product/Dom-Perignon-Luminous-Bottle-2009/366846,https://www.wine.com/product/images/fl_progressive/366846.jpg
14462,Skouras Moscofilero 2017,2017,Other White Wine,15.99,Other Peloponnese,Greece,,91,,,,,,,,,,,,91,,0,0,https://www.wine.com/product/Skouras-Moscofilero-2017/420568,https://www.wine.com/product/images/fl_progressive/420568.jpg
14463,Ayala Brut Rose Majeur,,Rosí© Sparkling Wine,49.98,Champagne,France,90,,,,,,,,93,,,,,92,,4,5,https://www.wine.com/product/Ayala-Brut-Rose-Majeur/131778,https://www.wine.com/product/images/fl_progressive/131778.jpg
14464,Loring Wine Company Russell Family Pinot Noir 2013,2013,Pinot Noir,54.97,Central Coast,California,90,,,,,93,,,,,,,,92,,0,0,https://www.wine.com/product/Loring-Wine-Company-Russell-Family-Pinot-Noir-2013/360322,https://www.wine.com/product/images/fl_progressive/472556_ref-0.jpg
14465,Bodegas Leda Vinas Viejas 2010,2010,Tempranillo,39.99,,Spain,90,,,,,92,,,,,,,,91,,0,0,https://www.wine.com/product/Bodegas-Leda-Vinas-Viejas-2010/153658,https://www.wine.com/product/images/fl_progressive/153658.jpg
14466,Chateau Siran (Futures Pre-Sale) 2016,2016,Bordeaux Red Blends,32.97,Bordeaux,France,92,94,,,,96,,,95,,93,,,94,,0,0,https://www.wine.com/product/Chateau-Siran-Futures-Pre-Sale-2016/202544,https://www.wine.com/product/images/fl_progressive/202544.jpg
14467,Torresella Pinot Grigio 2017,2017,Pinot Gris/Grigio,12.99,Veneto,Italy,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Torresella-Pinot-Grigio-2017/434187,https://www.wine.com/product/images/fl_progressive/434187.jpg
14468,Cheurlin Thomas Celebrite Blanc de Blanc,,Non-Vintage Sparkling Wine,99.99,Champagne,France,,,,,,,92,,,,,,,92,,5,22,https://www.wine.com/product/Cheurlin-Thomas-Celebrite-Blanc-de-Blanc/210814,https://www.wine.com/product/images/fl_progressive/210814.jpg
14469,Red Car Estate Vineyard Pinot Noir 2013,2013,Pinot Noir,59.98,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Red-Car-Estate-Vineyard-Pinot-Noir-2013/150461,https://www.wine.com/product/images/fl_progressive/150461.jpg
14470,Castello dei Rampolla Sammarco 2010,2010,Sangiovese,199.97,Tuscany,Italy,94,96,,,,,,,97,,,100,,97,,0,0,https://www.wine.com/product/Castello-dei-Rampolla-Sammarco-2010/217681,https://www.wine.com/product/images/fl_progressive/217681.jpg
14471,Lander-Jenkins Cabernet Sauvignon 2013,2013,Cabernet Sauvignon,12.99,,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Lander-Jenkins-Cabernet-Sauvignon-2013/149431,https://www.wine.com/product/images/fl_progressive/149431.jpg
14472,Lillian Cabernet Sauvignon,,Cabernet Sauvignon,199,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Lillian-Cabernet-Sauvignon/163116,https://www.wine.com/product/images/fl_progressive/163116.jpg
14473,Yalumba Patchwork Shiraz 2014,2014,Syrah/Shiraz,16.99,Barossa,Australia,,,,,,,,,92,,,,,92,,3.8,64,https://www.wine.com/product/Yalumba-Patchwork-Shiraz-2014/167055,https://www.wine.com/product/images/fl_progressive/167055.jpg
14474,La Poderina Brunello di Montalcino 2013,2013,Sangiovese,52.99,Tuscany,Italy,,94,,,,,,,93,,,,,94,,0,0,https://www.wine.com/product/La-Poderina-Brunello-di-Montalcino-2013/400143,https://www.wine.com/product/images/fl_progressive/rc8jedvgmzdhmmbqmcau.jpg
14475,Domaine Auvigue Saint Veran Moulin du Pont 2014,2014,Chardonnay,17.99,Burgundy,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Domaine-Auvigue-Saint-Veran-Moulin-du-Pont-2014/382875,https://www.wine.com/product/images/fl_progressive/382875.jpg
14476,Chateau Pape Clement (Futures Pre-Sale) 2016,2016,Bordeaux Red Blends,99.97,Bordeaux,France,97,97,,,,97,,,98,,94,,,97,,0,0,https://www.wine.com/product/Chateau-Pape-Clement-Futures-Pre-Sale-2016/202494,https://www.wine.com/product/images/fl_progressive/202494.jpg
14477,Silver Oak Alexander Valley Cabernet Sauvignon (1.5 Liter Magnum) 1990,1990,Cabernet Sauvignon,229.97,Sonoma County,California,,91,,,,,,,,,,,,91,,0,0,https://www.wine.com/product/Silver-Oak-Alexander-Valley-Cabernet-Sauvignon-15-Liter-Magnum-1990/427869,https://www.wine.com/product/images/fl_progressive/427869.jpg
14478,Domaine Riefle Cremant Brut,,Non-Vintage Sparkling Wine,20.99,Alsace,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Domaine-Riefle-Cremant-Brut/148159,https://www.wine.com/product/images/fl_progressive/148159.jpg
14479,Jean Leon 3055 Chardonnay 2015,2015,Chardonnay,14.99,Penedes,Spain,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Jean-Leon-3055-Chardonnay-2015/187939,https://www.wine.com/product/images/fl_progressive/187939.jpg
14480,La Fenetre A&apos;Cote Pinot Gris 2012,2012,Pinot Gris/Grigio,15.98,Central Coast,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/La-Fenetre-ACote-Pinot-Gris-2012/136081,https://www.wine.com/product/images/fl_progressive/136081.jpg
14481,Calera Mt. Harlan Mills Vineyard Pinot Noir 2011,2011,Pinot Noir,59.99,Central Coast,California,,92,,,,93,,,,,,,,93,,0,0,https://www.wine.com/product/Calera-Mt-Harlan-Mills-Vineyard-Pinot-Noir-2011/355726,https://www.wine.com/product/images/fl_progressive/nnuofvc3okanthrad5ud.jpg
14482,Spring Valley Nina Lee Syrah 2011,2011,Syrah/Shiraz,49.99,Columbia Valley,Washington,90,92,,,,93,,,,,,,,92,,0,0,https://www.wine.com/product/Spring-Valley-Nina-Lee-Syrah-2011/138153,https://www.wine.com/product/images/fl_progressive/138153.jpg
14483,Chateau Haut-Brion 2012,2012,Bordeaux Red Blends,529.99,Bordeaux,France,95,96,,,,96,95,,96,,,97,,96,,0,0,https://www.wine.com/product/Chateau-Haut-Brion-2012/139111,https://www.wine.com/product/images/fl_progressive/139111.jpg
14484,Chateau Leoville Las Cases 2008,2008,Bordeaux Red Blends,219.99,Bordeaux,France,94,93,,,,95,,,95,,,,,94,,0,0,https://www.wine.com/product/Chateau-Leoville-Las-Cases-2008/103708,https://www.wine.com/product/images/fl_progressive/ugcwfmkgeudidhcoggqr.jpg
14485,Chateau de Bligny Clos du Chateau 6 Cepages,,Non-Vintage Sparkling Wine,99.99,Champagne,France,90,,,,,,,,,,,,,90,,0,0,https://www.wine.com/product/Chateau-de-Bligny-Clos-du-Chateau-6-Cepages/156600,https://www.wine.com/product/images/fl_progressive/156600.jpg
14486,AVA Grace Sauvignon Blanc 2016,2016,Sauvignon Blanc,8.99,,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/AVA-Grace-Sauvignon-Blanc-2016/412182,https://www.wine.com/product/images/fl_progressive/FBC742D0-DAE7-1-0.jpg
14487,The Federalist Zinfandel Bourbon Barrel Aged 2015,2015,Zinfandel,18.99,Mendocino,California,,,,,,,,,,,,,,0,,4,16,https://www.wine.com/product/The-Federalist-Zinfandel-Bourbon-Barrel-Aged-2015/343820,https://www.wine.com/product/images/fl_progressive/343820.jpg
14488,Chateau Giscours (1.5 Liter Futures Pre-Sale) 2016,2016,Bordeaux Red Blends,129.97,Bordeaux,France,95,95,,,,98,,,97,,94,,,96,,0,0,https://www.wine.com/product/Chateau-Giscours-15-Liter-Futures-Pre-Sale-2016/202350,https://www.wine.com/product/images/fl_progressive/202350.jpg
14489,Podere Grattamacco Bolgheri Superiore 2013,2013,Other Red Blends,79.97,Tuscany,Italy,94,92,,,,,,,,,,,,93,,0,0,https://www.wine.com/product/Podere-Grattamacco-Bolgheri-Superiore-2013/271767,https://www.wine.com/product/images/fl_progressive/364718_refDetail-0.jpg
14490,Picket Fence Russian River Chardonnay 2015,2015,Chardonnay,14.99,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Picket-Fence-Russian-River-Chardonnay-2015/167819,https://www.wine.com/product/images/fl_progressive/167819.jpg
14491,Donelan Richards Family Vineyard Syrah (scuffed labels) 2008,2008,Syrah/Shiraz,159.97,Sonoma County,California,,,,,,97,,,,,,,,97,,0,0,https://www.wine.com/product/Donelan-Richards-Family-Vineyard-Syrah-scuffed-labels-2008/163491,https://www.wine.com/product/images/fl_progressive/163491.jpg
14492,Wente Riva Ranch Chardonnay 2016,2016,Chardonnay,18.99,Central Coast,California,,,,,,,,,,,,,,0,,4.2,7,https://www.wine.com/product/Wente-Riva-Ranch-Chardonnay-2016/355767,https://www.wine.com/product/images/fl_progressive/355767.jpg
14493,Chapelle St. Theodoric La Guigasse Chateauneuf-Du-Pape 2011,2011,Rhone Red Blends,69.97,Rhone,France,91,94,,,,,,,,,,,,93,,0,0,https://www.wine.com/product/Chapelle-St-Theodoric-La-Guigasse-Chateauneuf-Du-Pape-2011/384852,https://www.wine.com/product/images/fl_progressive/rb9ln7ebmqfxdjdurfj1.jpg
14494,Morgante Don Antonio Nero d&apos;Avola Riserva 2013,2013,Nero d&apos;Avola,39.99,Sicily,Italy,90,,,,,,,,,,,,,90,,0,0,https://www.wine.com/product/Morgante-Don-Antonio-Nero-dAvola-Riserva-2013/155618,https://www.wine.com/product/images/fl_progressive/155618.jpg
14495,Silver Oak Alexander Valley Cabernet Sauvignon (3 Liter Bottle) 1987,1987,Cabernet Sauvignon,510.97,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Silver-Oak-Alexander-Valley-Cabernet-Sauvignon-3-Liter-Bottle-1987/427870,https://www.wine.com/product/images/fl_progressive/427870.jpg
14496,Patrice Rion Clos Saint-Marc Monopole Premier Cru Nuits Saint Georges 2014,2014,Pinot Noir,84.99,Burgundy,France,92,,,,,,,,,,,,,92,,0,0,https://www.wine.com/product/Patrice-Rion-Clos-Saint-Marc-Monopole-Premier-Cru-Nuits-Saint-Georges-2014/211715,https://www.wine.com/product/images/fl_progressive/211715.jpg
14497,Silver Oak Alexander Valley Cabernet Sauvignon (1.5 Liter Magnum) 1989,1989,Cabernet Sauvignon,229.97,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Silver-Oak-Alexander-Valley-Cabernet-Sauvignon-15-Liter-Magnum-1989/127220,https://www.wine.com/product/images/fl_progressive/127220.jpg
14498,Quinta do Vesuvio Vintage Port 2015,2015,Port,79.99,,Portugal,,95,,,,94,,,95,,,,,95,,0,0,https://www.wine.com/product/Quinta-do-Vesuvio-Vintage-Port-2015/353660,https://www.wine.com/product/images/fl_progressive/353660.jpg
14499,Petite Sirene 2015,2015,Bordeaux Red Blends,15.99,Bordeaux,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Petite-Sirene-2015/392243,https://www.wine.com/product/images/fl_progressive/392243.jpg
14500,Caymus Special Selection Cabernet Sauvignon 1997,1997,Cabernet Sauvignon,204.97,Napa Valley,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Caymus-Special-Selection-Cabernet-Sauvignon-1997/21618,https://www.wine.com/product/images/fl_progressive/21618.jpg
14501,Elena Fucci Aglianico Del Vulture Titolo 2015,2015,Aglianico,41.99,Basilicata,Italy,,92,,,,,,,,,,,,92,,0,0,https://www.wine.com/product/Elena-Fucci-Aglianico-Del-Vulture-Titolo-2015/485314,https://www.wine.com/product/images/fl_progressive/udrhagtd0cfwkikn7mx3.jpg
14502,Silver Oak Alexander Valley Cabernet Sauvignon (5 Liter Bottle) 1989,1989,Cabernet Sauvignon,816.97,Sonoma County,California,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Silver-Oak-Alexander-Valley-Cabernet-Sauvignon-5-Liter-Bottle-1989/427876,https://www.wine.com/product/images/fl_progressive/427876.jpg
14503,Frederic Magnien Morey St. Denis Les Herbuottes 2012,2012,Pinot Noir,54.99,Burgundy,France,,,,,,,,,,,,,,0,,0,0,https://www.wine.com/product/Frederic-Magnien-Morey-St-Denis-Les-Herbuottes-2012/149209,https://www.wine.com/product/images/fl_progressive/149209.jpg
